dateiname	speicherzeit
rk20090806_1bvr155408	2017-08-31 10:05:06GMT
lk20160616_1bvl000914	2017-08-31 12:04:52GMT
rk20000112_1bvr162199	2017-08-31 09:02:36GMT
rk20040108_1bvr140602	2017-08-31 11:27:28GMT
qk20010412_1bvq002001	2017-08-31 08:37:36GMT
rk20101104_1bvr198107	2017-08-31 13:22:58GMT
rk20050630_1bvr261504	2017-08-31 11:06:08GMT
rk20100910_2bvr224209	2017-08-31 13:25:50GMT
rs20110323_2bvr088209	2017-08-31 13:17:36GMT
ls19981124_2bvl002691	2017-08-31 09:21:02GMT
rk20100715_1bvr268109	2017-08-31 13:29:02GMT
rk20111005_2bvr155511	2017-08-31 13:09:50GMT
rk20020516_2bvr066502	2017-08-31 08:16:08GMT
qk20160915_1bvq003816	2017-08-31 11:59:00GMT
rk20160128_1bvr279315	2017-08-31 12:12:38GMT
rk19990210_2bvr219195	2017-08-31 09:18:10GMT
rk19990309_2bvr042099	2017-08-31 09:16:20GMT
rk20040331_1bvr052504	2017-08-31 11:22:28GMT
rk20161219_1bvr006212	2017-08-31 11:54:26GMT
rk20080509_2bvr073308	2017-08-31 10:25:06GMT
rk20160111_2bvr247415	2017-08-31 12:13:20GMT
rk20040303_1bvr267003	2017-08-31 11:24:32GMT
ls19990202_1bvl000897	2017-08-31 09:18:32GMT
rk20000313_2bvr086095	2017-08-31 08:58:42GMT
rk20060712_1bvr146905	2017-08-31 10:50:28GMT
rk20070209_1bvr012507	2017-08-31 10:42:38GMT
rk20120419_1bvr052912	2017-08-31 13:00:28GMT
qk20160112_1bvq005515	2017-08-31 12:13:06GMT
rk20000204_2bvr045399	2017-08-31 09:01:36GMT
rk20060223_2bvr011006	2017-08-31 10:56:56GMT
rk20150224_2bvr168112	2017-08-31 12:27:32GMT
rk20080114_2bvr110307	2017-08-31 10:32:08GMT
rk20130206_1bvr225011	2017-08-31 12:50:04GMT
rk20140224_1bvr024814	2017-08-31 12:38:50GMT
rk20090310_2bvr004909	2017-08-31 10:12:32GMT
rs20090421_1bvr231006	2017-08-31 10:10:50GMT
rk19990316_1bvr073498	2017-08-31 09:15:32GMT
rk19991202_1bvr043695	2017-08-31 09:04:18GMT
rk20110929_1bvr237711	2017-08-31 13:10:04GMT
rk20130705_1bvr101413	2017-08-31 12:46:18GMT
rk20161107_1bvr151716	2017-08-31 11:56:34GMT
rk20171024_1bvr131216	2018-03-07 13:56:23GMT
rk20090219_2bvr019109	2017-08-31 10:13:56GMT
rk20170731_1bvr108317	2017-09-19 12:47:38GMT
rk20080213_2bvr025608	2017-08-31 10:29:52GMT
rs19990119_1bvr216194	2017-08-31 09:19:22GMT
rk20080304_2bvr026408	2017-08-31 10:27:52GMT
rk19980225_1bvr029989	2017-08-31 09:32:14GMT
rk20160727_2bvr204015	2017-08-31 12:00:54GMT
rk20020328_1bvr022902	2017-08-31 08:18:24GMT
qk20001125_1bvq003300	2017-08-31 08:45:42GMT
rk20090302_2bvr103208	2017-08-31 10:12:52GMT
rk20121120_1bvr152612	2017-08-31 12:52:48GMT
rk19990521_1bvr072698	2017-08-31 09:12:32GMT
rk19980126_2bvr006798	2017-08-31 09:33:56GMT
rk20060126_2bvr140105	2017-08-31 10:58:24GMT
rk20080731_2bvr027403	2017-08-31 10:22:46GMT
rk20040303_2bvr002604	2017-08-31 11:24:34GMT
rk20150202_2bvr243714	2017-08-31 12:28:06GMT
lk20060509_2bvl000402	2017-08-31 10:54:12GMT
rk20010920_2bvr139200	2017-08-31 08:30:04GMT
rk20000327_2bvr043400	2017-08-31 08:57:38GMT
rk20001026_2bvr171100	2017-08-31 08:46:54GMT
rk20160728_1bvr169515	2017-08-31 12:00:34GMT
rk20000505_2bvr221299	2017-08-31 08:55:36GMT
rk20061024_2bvr069604	2017-08-31 10:45:58GMT
rk20120124_1bvr181910	2017-08-31 13:04:30GMT
rk20100414_1bvr036210	2017-08-31 13:32:22GMT
rk20120523_1bvr209609	2017-08-31 12:58:48GMT
rk20160608_1bvr282515	2017-08-31 12:05:40GMT
rk20081118_2bvr029008	2017-08-31 10:18:28GMT
rs20001212_1bvr176295	2017-08-31 08:45:00GMT
rk19991202_1bvr033589	2017-08-31 09:04:16GMT
lk20020328_2bvl000201	2017-08-31 08:18:26GMT
rk19980805_1bvr026498	2017-08-31 09:24:42GMT
rk20060310_2bvr043406	2017-08-31 10:56:30GMT
rk20071213_1bvr253207	2017-08-31 10:33:04GMT
rk20080903_2bvr179408	2017-08-31 10:21:48GMT
rk20100715_1bvr120110	2017-08-31 13:29:06GMT
rk20090216_2bvr016109	2017-08-31 10:14:22GMT
rk20061218_1bvr087405	2017-08-31 10:44:14GMT
rk19991206_1bvr158095	2017-08-31 09:04:10GMT
rk20010320_2bvr205800	2017-08-31 08:39:08GMT
rk20051103_1bvr069103	2017-08-31 11:01:36GMT
rs20030725_2bvr119803	2017-08-31 11:33:54GMT
rk20071128_1bvr275507	2017-08-31 10:33:24GMT
rk20060216_2bvr208505	2017-08-31 10:57:26GMT
rk20111206_1bvr233611	2017-08-31 13:06:36GMT
rk20091113_2bvr139809	2017-08-31 10:00:38GMT
rk20060810_1bvr252905	2017-08-31 10:49:34GMT
rk20160728_1bvr129615	2017-08-31 12:00:42GMT
rk20130318_1bvr243611	2017-08-31 12:49:02GMT
rs20010320_1bvr049196	2017-08-31 08:39:10GMT
rk20130709_1bvr166013	2017-08-31 12:45:56GMT
rk20071114_2bvr184907	2017-08-31 10:33:46GMT
rk20120229_2bvr291110	2017-08-31 13:02:38GMT
rk20050630_2bvr177202	2017-08-31 11:06:20GMT
qk20160929_1bvq003316	2017-08-31 11:58:00GMT
rk20010315_2bvr184100	2017-08-31 08:39:26GMT
rk20000605_2bvr056600	2017-08-31 08:54:42GMT
fs20080312_2bvf000403	2017-08-31 10:27:16GMT
rk20130705_1bvr101813	2017-08-31 12:46:14GMT
rk20100928_1bvr166008	2017-08-31 13:24:42GMT
rk20161212_2bvr237716	2017-08-31 11:55:02GMT
rk20070511_2bvr054306	2017-08-31 10:39:26GMT
rk20171017_1bvr074717	2018-03-07 13:57:35GMT
rk20001227_2bvr220599	2017-08-31 08:43:58GMT
rs20150421_2bvr132212	2017-08-31 12:25:56GMT
rk20001221_2bvr231897	2017-08-31 08:44:08GMT
rk20070301_2bvr039207	2017-08-31 10:41:52GMT
rk20120201_1bvr044011	2017-08-31 13:03:52GMT
rs20060328_1bvr105401	2017-08-31 10:55:52GMT
rk20020429_2bvr057499	2017-08-31 08:16:46GMT
rk20060109_2bvr044302	2017-08-31 10:59:24GMT
rk20080430_2bvr070608	2017-08-31 10:25:50GMT
rk19990602_1bvr168996	2017-08-31 09:12:04GMT
rk20021220_2bvr181502	2017-08-31 08:05:12GMT
rk20080602_1bvr034904	2017-08-31 10:24:30GMT
rk20020815_1bvr179000	2017-08-31 08:11:50GMT
rk20150625_1bvr055515	2017-08-31 12:23:16GMT
rk20091006_2bvr172409	2017-08-31 10:02:14GMT
rk20100823_1bvr163210	2017-08-31 13:26:58GMT
rk20130311_2bvr200012	2017-08-31 12:49:12GMT
rk19990823_1bvr113897	2017-08-31 09:09:06GMT
es20050913_2bve001005	2017-08-31 11:02:48GMT
rk20070404_1bvr063107	2017-08-31 10:40:26GMT
ls20131217_1bvl000610	2017-08-31 12:40:44GMT
rk20120305_2bvr134508	2017-08-31 13:02:34GMT
rk20041020_1bvr135602	2017-08-31 11:15:00GMT
rk20130304_1bvr042813	2017-08-31 12:49:28GMT
rk20100818_1bvr326807	2017-08-31 13:27:16GMT
rk19980923_2bvr145298	2017-08-31 09:23:24GMT
rk20071009_2bvr167107	2017-08-31 10:34:28GMT
rk20160310_2bvr040816	2017-08-31 12:10:08GMT
rs20000719_1bvr053996	2017-08-31 08:53:08GMT
rk20040729_2bvr224803	2017-08-31 11:16:56GMT
rk20111214_1bvr273511	2017-08-31 13:06:00GMT
rk20040714_1bvr026303	2017-08-31 11:17:38GMT
rk20110913_1bvr326908	2017-08-31 13:10:44GMT
rk20170404_2bvr255112	2017-08-31 11:48:58GMT
rk20090625_1bvr319608	2017-08-31 10:07:32GMT
rk20010524_2bvr075101	2017-08-31 08:35:56GMT
rk20101221_1bvr274208	2017-08-31 13:20:34GMT
rk20020118_1bvr228495	2017-08-31 08:23:08GMT
rk20140922_1bvr210214	2017-08-31 12:32:08GMT
rk20001116_2bvr168498	2017-08-31 08:45:56GMT
rk19980401_2bvr195196	2017-08-31 09:29:56GMT
rk20150121_2bvr185613	2017-08-31 12:28:22GMT
rk20100904_1bvr229810	2017-08-31 13:26:24GMT
rk20061207_2bvr072206	2017-08-31 10:44:42GMT
rs20141216_1bvr214211	2017-08-31 12:29:44GMT
rk20011023_2bvr171301	2017-08-31 08:27:48GMT
qk20150728_1bvq001415	2017-08-31 12:21:28GMT
rk20011004_1bvr141801	2017-08-31 08:28:52GMT
rk19980331_1bvr198897	2017-08-31 09:30:04GMT
rk20110601_1bvr317110	2017-08-31 13:14:34GMT
cs20160303_2bvc004714	2017-08-31 12:10:38GMT
rk20170829_2bvr086317	2017-09-19 12:48:30GMT
rk20050209_1bvr150604	2017-08-31 11:11:14GMT
rk20040415_1bvr062298	2017-08-31 11:21:48GMT
rk20170628_1bvr138717	2017-08-31 11:45:20GMT
rk20000629_1bvr082598	2017-08-31 08:53:52GMT
rk19991227_1bvr174697	2017-08-31 09:03:08GMT
fs20010508_1bvf000388	2017-08-31 08:36:38GMT
rk20100921_1bvr186510	2017-08-31 13:24:54GMT
rk20010720_1bvr052901	2017-08-31 08:33:12GMT
es20111122_2bve000308	2017-08-31 13:07:26GMT
rk20170309_1bvr040117	2017-08-31 11:50:20GMT
rk20170810_1bvr150416	2018-03-08 11:58:34GMT
qs20170614_2bvq002917	2017-08-31 11:46:00GMT
rk19980319_1bvr001097	2017-08-31 09:30:56GMT
rk20170515_2bvr086517	2017-08-31 11:47:26GMT
rk19990909_2bvr164698	2017-08-31 09:08:18GMT
rk20150506_1bvr272414	2017-08-31 12:25:06GMT
rk20000209_1bvr088999	2017-08-31 09:01:18GMT
rs20170620_1bvr197813	2017-08-31 11:45:56GMT
rk20090227_2bvr053807	2017-08-31 10:12:56GMT
rk20020206_1bvr095290	2017-08-31 08:21:14GMT
rk20101004_2bvr182508	2017-08-31 13:24:28GMT
rk20151214_2bvr307314	2017-08-31 12:14:08GMT
qk20171027_1bvq005717	2018-03-07 13:56:10GMT
rs20051207_2bvr058101	2017-08-31 11:00:36GMT
rs20100721_1bvr061107	2017-08-31 13:28:46GMT
rk20010925_2bvr256694	2017-08-31 08:29:50GMT
cs20160418_2bvc005314	2017-08-31 12:08:40GMT
rk20120809_1bvr130412	2017-08-31 12:55:56GMT
rk20161109_2bvr054516	2017-08-31 11:56:18GMT
es20140610_2bve000413	2017-08-31 12:35:48GMT
rk20100906_1bvr073908	2017-08-31 13:26:18GMT
qk20000112_2bvq006099	2017-08-31 09:02:28GMT
rk20021213_1bvr166096	2017-08-31 08:06:26GMT
rk20070420_2bvr020307	2017-08-31 10:40:04GMT
rk20150414_1bvr190713	2017-08-31 12:26:16GMT
rk20160518_1bvr221711	2017-08-31 12:06:44GMT
rk20010516_1bvr093399	2017-08-31 08:36:24GMT
ls19990302_1bvl000791	2017-08-31 09:16:42GMT
rk20100408_1bvr086210	2017-08-31 13:32:50GMT
rk20110224_2bvr159610	2017-08-31 13:18:56GMT
rk20020131_2bvr108700	2017-08-31 08:21:36GMT
rk20000320_1bvr036098	2017-08-31 08:58:06GMT
rk20101210_1bvr140206	2017-08-31 13:21:02GMT
rk20080626_2bvr206707	2017-08-31 10:24:04GMT
rk20101014_2bvr040909	2017-08-31 13:23:42GMT
rk19991024_2bvr196099	2017-08-31 09:07:12GMT
lk20150905_1bvl000915	2017-08-31 12:19:40GMT
rk20100602_1bvr044806	2017-08-31 13:30:44GMT
rs19981027_1bvr230696	2017-08-31 09:22:12GMT
rk20160115_2bvr186015	2017-08-31 12:12:56GMT
rs19981028_1bvr234996	2017-08-31 09:22:02GMT
rk20150417_2bvr198614	2017-08-31 12:26:00GMT
rk20000621_1bvr078198	2017-08-31 08:54:12GMT
rk20100331_1bvr291009	2017-08-31 13:33:02GMT
rk20081217_1bvr099208	2017-08-31 10:15:58GMT
rk20170928_1bvr084716	2018-03-07 13:59:22GMT
rk20040622_1bvr107002	2017-08-31 11:19:00GMT
rk20070326_1bvr222802	2017-08-31 10:40:48GMT
rk20020306_2bvr008502	2017-08-31 08:19:30GMT
ls19980408_1bvl001690	2017-08-31 09:29:24GMT
rk20080110_2bvr029406	2017-08-31 10:32:22GMT
rk19980715_2bvr293993	2017-08-31 09:25:50GMT
rs19990428_1bvr192696	2017-08-31 09:13:26GMT
rk20070215_1bvr030006	2017-08-31 10:42:18GMT
rk20130703_1bvr078212	2017-08-31 12:46:24GMT
rk20050422_1bvr086205	2017-08-31 11:08:32GMT
rk20150625_1bvr043914	2017-08-31 12:23:18GMT
rk20090422_1bvr088709	2017-08-31 10:10:34GMT
rk20021218_2bvr059195	2017-08-31 08:05:40GMT
rs20060523_1bvr148499	2017-08-31 10:54:02GMT
rk20010929_2bvr140401	2017-08-31 08:29:30GMT
rk20160923_2bvr179715	2017-08-31 11:58:18GMT
ls20020306_2bvl001799	2017-08-31 08:19:34GMT
rk20140522_1bvr319013	2017-08-31 12:36:04GMT
ms20070508_2bvm000103	2017-08-31 10:39:44GMT
rk20031125_1bvr185895	2017-08-31 11:29:02GMT
rk20171218_2bvr225917	2018-03-07 13:55:37GMT
rk20040902_1bvr025202	2017-08-31 11:15:48GMT
rk20100928_2bvr108110	2017-08-31 13:24:38GMT
rk20110622_1bvr255310	2017-08-31 13:13:18GMT
rk20131204_1bvr115410	2017-08-31 12:41:24GMT
rk20140801_2bvr020014	2017-08-31 12:33:48GMT
rk20040408_2bvr074303	2017-08-31 11:22:12GMT
lk19980505_1bvl002497	2017-08-31 09:28:10GMT
rk20030604_2bvr069303	2017-08-31 11:35:18GMT
rk20110927_2bvr008611	2017-08-31 13:10:12GMT
rk20150113_2bvr239514	2017-08-31 12:28:52GMT
qk20020411_1bvq001202	2017-08-31 08:17:28GMT
rk20101012_2bvr190210	2017-08-31 13:24:00GMT
rk20020905_2bvr099502	2017-08-31 08:11:18GMT
rk20020919_2bvr128502	2017-08-31 08:11:02GMT
rk20040311_2bvr147801	2017-08-31 11:24:00GMT
rk20050317_1bvr095004	2017-08-31 11:09:48GMT
rk20080910_1bvr191402	2017-08-31 10:21:16GMT
qk19980811_2bvq002898	2017-08-31 09:24:26GMT
rk19990901_1bvr026495	2017-08-31 09:08:36GMT
rk20020806_1bvr058698	2017-08-31 08:12:24GMT
rk20120208_1bvr112011	2017-08-31 13:03:36GMT
rk20150630_2bvr185714	2017-08-31 12:22:54GMT
qk20010801_2bvq003001	2017-08-31 08:32:36GMT
rk20160629_1bvr179114	2017-08-31 12:03:34GMT
rk20080310_1bvr292507	2017-08-31 10:27:32GMT
rk20131120_1bvr006312	2017-08-31 12:41:46GMT
rk20120831_1bvr184012	2017-08-31 12:55:30GMT
rk20020131_1bvr202701	2017-08-31 08:21:40GMT
rk20020328_1bvr108200	2017-08-31 08:18:18GMT
rk19990122_2bvr008697	2017-08-31 09:18:58GMT
lk20120503_2bvl001708	2017-08-31 13:00:14GMT
rk20080303_1bvr273304	2017-08-31 10:28:00GMT
rk20161130_2bvr151914	2017-08-31 11:55:36GMT
rk20040504_1bvr070203	2017-08-31 11:20:32GMT
ks19990622_2bvk000195	2017-08-31 09:11:38GMT
es20141216_2bve000214	2017-08-31 12:29:48GMT
rk20041025_1bvr143702	2017-08-31 11:14:50GMT
rk20130710_2bvr281511	2017-08-31 12:45:52GMT
rk20120706_1bvr110012	2017-08-31 12:56:48GMT
rk20080917_1bvr117308	2017-08-31 10:21:00GMT
rk20110714_1bvr146811	2017-08-31 13:12:48GMT
rk19981124_2bvr195798	2017-08-31 09:21:00GMT
rk20110324_1bvr249310	2017-08-31 13:17:18GMT
rk20080909_2bvr104408	2017-08-31 10:21:24GMT
rs20030402_2bvr098091	2017-08-31 11:38:06GMT
lk20000406_1bvl001899	2017-08-31 08:56:50GMT
rk20110822_1bvr176409	2017-08-31 13:11:40GMT
rk20000509_2bvr052300	2017-08-31 08:55:32GMT
rs20051206a_1bvr190502	2017-08-31 11:00:38GMT
rk20110905_2bvr222809	2017-08-31 13:11:16GMT
rk20101005_1bvr077210	2017-08-31 13:24:24GMT
rs20090610_1bvr082508	2017-08-31 10:08:36GMT
rk20031022_2bvr034503	2017-08-31 11:30:28GMT
rk20100208_2bvr255009	2017-08-31 09:57:34GMT
rk20001009_1bvr162795	2017-08-31 08:48:40GMT
cs20111025_2bvc001711	2017-08-31 13:08:56GMT
rk20020704_1bvr039001	2017-08-31 08:13:56GMT
lk20091106_2bvl000407	2017-08-31 10:00:56GMT
rk20160804_1bvr261913	2017-08-31 12:00:12GMT
rk20070924_2bvr158607	2017-08-31 10:34:54GMT
rk20120416_2bvr139610	2017-08-31 13:00:46GMT
rk20021017_2bvr130502	2017-08-31 08:09:36GMT
rk20030305_1bvr075202	2017-08-31 11:39:36GMT
rs20120124_1bvr129905	2017-08-31 13:04:36GMT
rk20120515_1bvr278309	2017-08-31 12:59:46GMT
rk20100311_1bvr036509	2017-08-31 13:34:02GMT
rk20171103_2bvr213509	2018-03-07 13:56:07GMT
qs20011107_2bvq004800	2017-08-31 08:27:02GMT
rk20131023_2bvr002813	2017-08-31 12:42:30GMT
rk20001221_1bvr176100	2017-08-31 08:44:06GMT
cs20001024_2bvc001899	2017-08-31 08:47:08GMT
lk20020709_1bvl000599	2017-08-31 08:13:50GMT
rk20080114_2bvr197507	2017-08-31 10:32:12GMT
rk20000224_2bvr129598	2017-08-31 08:59:58GMT
rk20060502_1bvr127597	2017-08-31 10:54:40GMT
rk20000215_2bvr075297	2017-08-31 09:00:52GMT
rk20070206_1bvr097805	2017-08-31 10:42:58GMT
rk20150626_1bvr221813	2017-08-31 12:23:12GMT
rk20170413_1bvr179014	2017-08-31 11:48:40GMT
rk20100309_2bvr301209	2017-08-31 09:56:34GMT
rk20130909_1bvr251913	2017-08-31 12:43:38GMT
rk20040309_1bvr045502	2017-08-31 11:24:08GMT
rk20111026_2bvr177410	2017-08-31 13:08:30GMT
rk20090513_2bvr038809	2017-08-31 10:09:16GMT
rk20060123_2bvr193505	2017-08-31 10:58:30GMT
rk20140604_2bvr087814	2017-08-31 12:35:52GMT
rk20140724_2bvr081614	2017-08-31 12:34:14GMT
rk20121114_1bvr323708	2017-08-31 12:53:12GMT
rk20110201_2bvr123610	2017-08-31 13:19:46GMT
rk20010221_2bvr014000	2017-08-31 08:40:54GMT
lk20000824_1bvl003294	2017-08-31 08:51:18GMT
rk20000222_1bvr191099	2017-08-31 09:00:22GMT
rk20010820_1bvr150997	2017-08-31 08:31:26GMT
rk20010706_1bvr106300	2017-08-31 08:34:02GMT
rk20071113_2bvr093907	2017-08-31 10:33:50GMT
ls20120718_1bvl001611	2017-08-31 12:56:20GMT
rk20020723_1bvr106902	2017-08-31 08:13:18GMT
ps19980114_2bvp000195	2017-08-31 09:34:34GMT
rk20000315_1bvr023000	2017-08-31 08:58:28GMT
cs20130723_2bvc000613	2017-08-31 12:45:10GMT
lk20081118_1bvl000408	2017-08-31 10:18:24GMT
rk20040705_2bvr022500	2017-08-31 11:18:10GMT
rk20030827_1bvr164602	2017-08-31 11:33:14GMT
rk20070214_1bvr135101	2017-08-31 10:42:24GMT
rk20080430_2bvr033808	2017-08-31 10:25:40GMT
rk20060405_1bvr231005	2017-08-31 10:55:26GMT
rk20040128_2bvr015204	2017-08-31 11:26:26GMT
ls20011010_1bvl001700	2017-08-31 08:28:32GMT
rk20060402_2bvr025506	2017-08-31 10:55:40GMT
rk20150120_1bvr066514	2017-08-31 12:28:26GMT
rk20100113_1bvr291009	2017-08-31 09:58:40GMT
rs20110907_2bvr098710	2017-08-31 13:11:08GMT
rk20050309_2bvr117804	2017-08-31 11:10:16GMT
ls20140401_2bvl000209	2017-08-31 12:37:04GMT
rs20081028_1bvr025608	2017-08-31 10:19:32GMT
rk20110816_2bvr028710	2017-08-31 13:12:00GMT
es20150923_2bve000611	2017-08-31 12:19:02GMT
rk20160708_2bvr223113	2017-08-31 12:02:54GMT
rk20080313_1bvr057208	2017-08-31 10:27:00GMT
rk20160608_1bvr022916	2017-08-31 12:05:44GMT
rk20050307_2bvr220704	2017-08-31 11:10:34GMT
rk20111207_2bvr244911	2017-08-31 13:06:20GMT
rk20050627_2bvr010305	2017-08-31 11:06:46GMT
qk20021203_2bvq005702	2017-08-31 08:07:06GMT
rk20170508_2bvr255716	2017-08-31 11:47:48GMT
rk20040503_2bvr078504	2017-08-31 11:20:42GMT
rk20130417_1bvr261412	2017-08-31 12:47:48GMT
rk20170804_1bvr141117	2017-09-19 12:47:32GMT
rk20080506_2bvr241906	2017-08-31 10:25:28GMT
rk20170810_1bvr145416	2018-03-08 11:58:13GMT
rk20150716_1bvr062515	2017-09-19 13:58:02GMT
rk20000328_1bvr146099	2017-08-31 08:57:30GMT
lk19990208_1bvl002597	2017-08-31 09:18:14GMT
rk20130206_1bvr236612	2017-08-31 12:50:00GMT
rs20140624_1bvr321707	2017-08-31 12:35:24GMT
rk20030716_1bvr080103	2017-08-31 11:34:04GMT
rk20081205_1bvr057607	2017-08-31 10:17:28GMT
rk20010912_1bvr226500	2017-08-31 08:30:34GMT
rk20020218_1bvr001302	2017-08-31 08:20:46GMT
rk20090723_2bvr054209	2017-08-31 10:05:58GMT
fs20110713_2bvf000305	2017-08-31 13:13:04GMT
rk20090225_2bvr254208	2017-08-31 10:13:16GMT
rk20170327_2bvr087116	2017-08-31 11:49:24GMT
rk20070726_1bvr082403	2017-08-31 10:35:54GMT
bs20021119_2bvb000101	2017-08-31 08:08:00GMT
rk20170217_2bvr155816	2017-08-31 11:51:18GMT
rk20010718_2bvr125299	2017-08-31 08:33:26GMT
fs20050913_2bvf000203	2017-08-31 11:02:54GMT
ls20131217_1bvl000508	2017-08-31 12:40:46GMT
rk20000704_1bvr054799	2017-08-31 08:53:34GMT
qk20060814_1bvq002506	2017-08-31 10:49:28GMT
rk20040129_2bvr091702	2017-08-31 11:26:10GMT
rk20070320_2bvr163705	2017-08-31 10:41:08GMT
rk20030505_2bvr204202	2017-08-31 11:36:58GMT
ls20060718_1bvl000104	2017-08-31 10:50:14GMT
rk20091116_1bvr254509	2017-08-31 10:00:32GMT
rk20090204_2bvr153308	2017-08-31 10:14:40GMT
rk20011113_2bvr187901	2017-08-31 08:26:30GMT
rk20091117_1bvr196409	2017-08-31 10:00:22GMT
rk19980911_2bvr192997	2017-08-31 09:23:58GMT
rk20050228_1bvr061597	2017-08-31 11:10:42GMT
rk20160202_2bvr248615	2017-08-31 12:12:22GMT
rk20121004_2bvr112012	2017-08-31 12:54:26GMT
rk20160523_1bvr223015	2017-08-31 12:06:34GMT
rk20101126_2bvr243510	2017-08-31 13:22:00GMT
rk20040408_2bvr025304	2017-08-31 11:22:04GMT
rk20120524_1bvr322110	2017-08-31 12:58:44GMT
rk20040301_1bvr076601	2017-08-31 11:24:56GMT
rk20110614_1bvr042911	2017-08-31 13:13:54GMT
rk20100823_1bvr144310	2017-08-31 13:27:02GMT
rk20160520_1bvr335914	2017-08-31 12:06:38GMT
rk20170314_2bvr049817	2017-08-31 11:50:08GMT
rk20020723_2bvr040302	2017-08-31 08:13:16GMT
rk20011010_2bvr162001	2017-08-31 08:28:22GMT
fs20160215_2bvf000115	2017-08-31 12:12:02GMT
rk20010209_1bvr078198	2017-08-31 08:41:36GMT
rk20010703_2bvr079301	2017-08-31 08:34:24GMT
qk20020620_2bvq003102	2017-08-31 08:14:36GMT
rk20020902_1bvr110302	2017-08-31 08:11:24GMT
rk20030407_1bvr212902	2017-08-31 11:38:02GMT
rk20120927_2bvr187412	2017-08-31 12:54:40GMT
rk20020516_1bvr225701	2017-08-31 08:16:12GMT
rk20030717_2bvr049703	2017-08-31 11:33:56GMT
rk20060331_1bvr175001	2017-08-31 10:55:40GMT
rk20110512_2bvr094111	2017-08-31 13:15:14GMT
cs20110603_2bvc000711	2017-08-31 13:14:30GMT
rk20090904_2bvr252007	2017-08-31 10:03:34GMT
rs20020320_2bvr079495	2017-08-31 08:18:52GMT
rs19980331_2bvr187797	2017-08-31 09:30:14GMT
rk20020701_2bvr057802	2017-08-31 08:14:08GMT
rk20160727_1bvr220414	2017-08-31 12:01:02GMT
rk20080317_1bvr139407	2017-08-31 10:26:52GMT
rk20010731_2bvr070201	2017-08-31 08:32:42GMT
rk19980312_1bvr216596	2017-08-31 09:31:22GMT
rk20080521_1bvr119208	2017-08-31 10:24:58GMT
cs20160622_2bvc001715	2017-08-31 12:04:10GMT
rk20020406_2bvr182901	2017-08-31 08:17:40GMT
rk20151013_2bvr186414	2017-08-31 12:16:44GMT
cs20160314_2bvc003814	2017-08-31 12:10:06GMT
lk20041117_2bvl001802	2017-08-31 11:14:18GMT
qk20070709_2bvq002307	2017-08-31 10:36:18GMT
qk20010412_1bvq001901	2017-08-31 08:37:38GMT
rk20001009_1bvr079195	2017-08-31 08:48:38GMT
rk20081103_2bvr027008	2017-08-31 10:19:20GMT
rk20051215_2bvr130703	2017-08-31 11:00:04GMT
rk20000407_1bvr220599	2017-08-31 08:56:48GMT
rk20011010_2bvr069500	2017-08-31 08:28:28GMT
rk20170725_2bvr156217	2017-08-31 11:43:58GMT
bs20160301c_2bvb000113	2017-08-31 12:11:02GMT
rk20021016_2bvr130602	2017-08-31 08:09:44GMT
rk20060703_2bvr029906	2017-08-31 10:51:14GMT
ls20160112_1bvl000613	2017-08-31 12:13:12GMT
rk20120229_2bvr036810	2017-08-31 13:02:48GMT
rk20110208_1bvr194606	2017-08-31 13:19:34GMT
cs20160418_2bvc004914	2017-08-31 12:08:44GMT
rk20171004_2bvr049617	2018-03-07 13:59:05GMT
rk20060427_2bvr043004	2017-08-31 10:54:46GMT
rk20110831_2bvr197908	2017-08-31 13:11:20GMT
rk20131129_1bvr171109	2017-08-31 12:41:42GMT
rk20090722_1bvr124309	2017-08-31 10:06:02GMT
rk20011129_2bvr148601	2017-08-31 08:25:46GMT
rk20110316_1bvr252910	2017-08-31 13:17:48GMT
cs19980114_2bvc002296	2017-08-31 09:34:22GMT
rk20141222_1bvr155314	2017-08-31 12:29:16GMT
rk20080430_2bvr039608	2017-08-31 10:25:44GMT
rk20170214_1bvr250716	2017-08-31 11:51:34GMT
ls19981110_2bvl004293	2017-08-31 09:21:40GMT
rk20020116_1bvr106901	2017-08-31 08:23:16GMT
rk19990308_1bvr098997	2017-08-31 09:16:28GMT
rk20170830_1bvr112517	2018-03-08 11:58:54GMT
rk20171115_2bvr090217	2018-03-07 13:57:24GMT
rk20071219_1bvr096705	2017-08-31 10:32:44GMT
rk19990920_1bvr175095	2017-08-31 09:07:50GMT
lk20060509_2bvl000502	2017-08-31 10:54:14GMT
rk20131223_1bvr051211	2017-08-31 12:40:36GMT
rk20001007_1bvr264695	2017-08-31 08:48:50GMT
lk20090810_1bvl001509	2017-08-31 10:04:58GMT
cs20001009_2bvc001699	2017-08-31 08:48:32GMT
rk20000705_2bvr086600	2017-08-31 08:53:32GMT
rk20090505_1bvr097109	2017-08-31 10:10:00GMT
rk20130412_1bvr101013	2017-08-31 12:48:02GMT
rk20091229_2bvr057409	2017-08-31 09:58:58GMT
rk20030203_2bvr031902	2017-08-31 08:01:48GMT
qk20030314_1bvq001003	2017-08-31 11:39:00GMT
rk19980226_1bvr134291	2017-08-31 09:32:02GMT
rk20140506_1bvr040214	2017-08-31 12:36:22GMT
rk20060704_2bvr095005	2017-08-31 10:51:08GMT
